location,DAPI_2nd,DAPI_3rd,GABA,GAD,gephyrin,NR1,PSD,Synapsin,VGluT1,VGAT,total
on_synapse,0.131428864,4.03257405,0.03030303,0.099102406,0.117657605,0.81838103,1.423308973,0.075490062,0.146153496,0.073847984,6.948247501
on_synapse,0.068663343,2.336974933,0.025804248,0.053759989,0.062099583,0.330144799,0.537439383,0.040417321,0.061252647,0.047233796,3.563790042
on_synapse,0.143402944,2.977477631,0.018825558,0.075673622,0.081159074,0.600415784,0.354599242,0.243741889,0.097828871,0.078106857,4.671231473
on_synapse,0.104085274,3.713276359,0.028296394,0.095529677,0.089832206,0.169027047,1.028559354,0.107234535,0.065890308,0.063636364,5.465367518
on_synapse,0.098910594,2.516224985,0.030397514,0.107591695,0.097151834,0.980499966,0.665658083,0.193688956,0.193811898,0.052148077,4.936083601
on_synapse,0.091740233,1.762067994,0.014589594,0.042176935,0.056400263,0.317073629,0.281663223,0.032790195,0.068928437,0.032067055,2.699497558
on_synapse,0.089983608,3.119260979,0.024660201,0.152288095,0.083679393,0.907557544,0.498890103,0.270370876,0.085868452,0.050952804,5.283512055
on_synapse,0.036458333,0.685950413,0.005208333,0.020818985,0.030188246,0.221178403,0.091468664,0.032602301,0.025525138,0.010416667,1.159815484
on_synapse,0.078246021,2.901762175,0.014169114,0.076241377,0.081599618,0.653712178,0.291984837,0.271279284,0.191414521,0.05252715,4.612936275
on_synapse,0.388279869,8.025191813,0.070117023,0.154546972,0.242276256,0.31694101,1.714481403,0.74178866,0.347405308,0.131519933,12.13254825
on_synapse,0.080073082,2.661013592,0.057728297,0.074943651,0.073929376,0.714384263,0.239785534,0.025435421,0.211546342,0.056741343,4.195580903
on_synapse,0.123208797,3.32131002,0.036503654,0.100720579,0.106413496,0.194068028,1.198159279,1.123024384,0.285236664,0.063021652,6.551666553
on_synapse,0.12040958,2.745503495,0.027548209,0.069459623,0.08341871,0.187976686,0.777827107,0.49079924,0.168419735,0.057999226,4.72936161
on_synapse,0.057246773,2.166146438,0.019110716,0.039744553,0.04976436,0.23703982,0.567826651,0.028959771,0.030346288,0.031811352,3.227996722
on_synapse,0.222044828,4.731174442,0.046831956,0.133418141,0.195734581,0.266329713,2.403123079,0.5418858,0.103886347,0.107677071,8.752105958
on_synapse,0.23502493,5.068562354,0.056453501,0.129667665,0.209485105,0.24523842,2.156815011,0.585720628,0.332998331,0.091199372,9.111165319
on_synapse,0.420177071,8.750166485,0.072471996,0.188221433,0.259596339,0.37234692,1.663741804,1.433282392,0.645612065,0.150817909,13.95643441
on_synapse,0.095079742,2.016652722,0.01446281,0.062448774,0.071020593,0.724036951,0.01446281,0.027999283,0.199661908,0.044344649,3.270170241
on_synapse,0.129256881,3.518595041,0.032668534,0.072522369,0.207424356,0.15991394,0.869653712,0.256925756,0.234833686,0.072518954,5.55431323
on_synapse,0.452420795,8.908881126,0.61808083,0.464993121,0.50970367,0.31495214,0.166567467,0.322587255,0.165389269,0.339386947,12.26296262
on_synapse,0.085673793,2.672870706,0.019834711,0.051239669,0.070685062,0.089437197,0.388002869,0.318233044,0.036472919,0.057526808,3.789976778
on_synapse,0.165678574,4.921200738,0.047397719,0.109517793,0.130332628,0.184895157,0.931258111,1.28808483,0.086660747,0.089204972,7.954231268
on_synapse,0.251149739,5.495147759,0.059664071,0.129505043,0.170554152,0.420004895,1.338342099,0.264181067,0.133102247,0.112665915,8.374316987
on_synapse,0.489487996,10.6689946,0.095320931,0.257807698,0.302169421,0.662091899,3.106541561,0.386920719,0.268469111,0.174460846,16.41226479
on_synapse,0.111354245,2.368665477,0.01914444,0.055033809,0.068153644,0.339519159,0.510189707,0.113720887,0.04604151,0.048689895,3.680512772
on_synapse,0.164042757,3.390389147,0.022727273,0.06861297,0.099019876,0.302412745,1.230525579,0.045407588,0.075665084,0.058483027,5.457286046
on_synapse,0.121064135,2.887281436,0.019269517,0.075447374,0.133576088,1.072010962,0.672734103,0.058226897,0.19837272,0.084548528,5.32253176
on_synapse,0.283336748,7.470712952,0.052341598,0.139977916,0.354151014,0.382228559,1.884388589,1.11901794,0.363109874,0.111971518,12.16123671
on_synapse,0.225233444,4.682310927,0.047225502,0.130306771,0.143862148,0.819499058,0.96506874,0.311354123,0.440336335,0.082625113,7.847822163
on_synapse,0.18797506,5.384560969,0.045393562,0.098829608,0.123625435,0.294847151,0.353859514,0.191436475,0.081312752,0.085064447,6.846904973
on_synapse,0.169875204,4.318594066,0.2568838,0.329758896,0.762567448,0.184235562,0.086871994,0.126079405,0.097666045,0.130328725,6.462861143
on_synapse,0.13340757,2.958156685,0.009317645,0.074109603,0.079898751,0.454909932,0.634096276,0.149498229,0.072604737,0.044600372,4.6105998
on_synapse,0,1.725434283,0.015151515,0.034008378,0.036117182,0.125219133,0.449886734,0.16221285,0.016839128,0.030100972,2.594970175
on_synapse,0.049586777,1.520211507,0.020376568,0.021409626,0.040975116,0.079679211,0.222946975,0.01748799,0.039924982,0.027975093,2.040573845
on_synapse,0.307178898,6.561789239,0.276774127,0.137253688,0.262217403,0.238967198,0.558860819,0.515534287,0.1379986,0.133185489,9.12975975
on_synapse,0.06422034,1.698845138,0.01817385,0.044074289,0.049538397,0.282423218,0.145328188,0.051254468,0.047813788,0.027457141,2.429128816
on_synapse,0.141225229,3.119790803,0.028920741,0.090940802,0.090060203,0.233727204,0.459719281,0.099519939,0.065008245,0.051901705,4.380814152
on_synapse,0.162606294,3.508283673,0.038470733,0.098680503,0.085626409,0.495654327,0.287371508,0.174183372,0.10921812,0.066790178,5.026885117
on_synapse,0.075394928,1.820984613,0.110616468,0.04379092,0.044830076,0.177232234,0.040414882,0,0.037294974,0.041688214,2.392247309
on_synapse,0,1.192433349,0.010006147,0.062490039,0.033146074,0.186249232,0.882971336,0.019002004,0.045468775,0.021162034,2.452928989
on_synapse,0.116880678,2.927305414,0.031808912,0.087240333,0.07963449,0.316396226,0.365924459,0.109235806,0.095399904,0.073711788,4.20353801
on_synapse,0.13371452,3.140005562,0.031638159,0.072587255,0.073177574,0.364280348,0.508279099,0.062559154,0.050147824,0.051801692,4.488191185
on_synapse,0.346109479,6.51921924,0.070306749,0.179991121,0.233084033,0.44237074,1.359331482,0.471146476,0.412875942,0.133219877,10.16765514
on_synapse,0.069823896,2.317828928,0.022556519,0.047614576,0.047073857,0.329602372,0.160693145,0.015253967,0.030786832,0.037389295,3.078623386
on_synapse,0.082644628,2.677290372,0.051359766,0.052330214,0.065572138,0.115124764,0.593848895,0.268244997,0.216202218,0.053497029,4.176115019
on_synapse,0.180827812,4.426049157,0.041566247,0.115990321,0.135331798,0.235144457,0.909400704,0.653939036,0.447600671,0.072070116,7.217920322
on_synapse,0.066992236,1.739868634,0.018640576,0.043934841,0.054959816,0.275336953,0.05238144,0.063540173,0.094887644,0.040932427,2.45147474
on_synapse,0.10277401,2.887622333,0.021683238,0.102256872,0.073304419,0.329402754,0.759413389,0.166108872,0.05843424,0.045371608,4.546371735
on_synapse,0.124603608,2.913352425,0.027808405,0.079092958,0.070904115,0.433176891,0.548298809,0.03306273,0.071248061,0.052270044,4.353818045
on_synapse,0.365975685,7.016251926,0.089224324,0.236791279,0.208607487,1.866319089,0.643413853,0.928824306,0.226665604,0.139194348,11.7212679
on_synapse,0.16651868,4.515460497,0.040953975,0.088538058,0.158359109,0.32187497,1.018470635,0.889915306,0.304548382,0.076146243,7.580785856
on_synapse,0.106940392,3.600973782,0.038678076,0.142815674,0.092358055,0.436389493,0.179688643,0.117966181,0.077170763,0.064259369,4.85724043
on_synapse,0.044155397,0.594368269,0.014233242,0.015151515,0.015889786,0.024845563,0.19068787,0.044956278,0.008997516,0.015073253,0.96835869
on_synapse,0.127273154,2.74862757,0.023222457,0.049817294,0.058632436,0.163417372,0.264490557,0.039738577,0.039330903,0.043550645,3.558100966
on_synapse,0.203764258,3.143016614,0.026981166,0.127262482,0.097728553,1.246802643,0.232715491,0.157577607,0.075353459,0.065001537,5.376203811
on_synapse,0.181991375,3.663852489,0.039039098,0.122383815,0.096775689,0.612282533,0.575894992,0.626735586,0.519207314,0.097085484,6.535248373
on_synapse,0.209169076,3.853402545,0.115882719,0.070428174,0.161809682,0.12631575,1.08202043,0.157493417,0.156241225,0.071651906,6.004414923
on_synapse,0.458728912,9.17879395,0.072344406,0.184068332,0.292305095,0.321135851,2.663877695,2.061114526,0.640416183,0.155051643,16.02783659
on_synapse,0.144847944,2.975379499,0.026806144,0.158461256,0.133599566,0.358022847,0.599173554,0.141392323,0.134370091,0.067637542,4.739690766
on_synapse,0.191649781,3.347889109,0.150113077,0.218397347,0.263074016,0.109456701,0.069177879,0.359906351,0.0690944,0.08941405,4.868172711
on_synapse,0.127975377,2.420172802,0.033508213,0.063710214,0.063509579,0.427344444,0.0742521,0.006076685,0.053874821,0.04336922,3.313793457
on_synapse,0.307678352,5.997878389,0.158271293,0.108594871,0.175278328,0.196748429,0.224340038,0.79642784,0.151906461,0.115975685,8.233099686
on_synapse,0.384075541,7.486053245,0.078956355,0.166915208,0.269955376,0.270947643,1.723840585,1.15079609,0.380436597,0.122864634,12.03484128
on_synapse,0.280435838,5.426126403,0.047004607,0.115243343,0.153270117,0.297731257,1.273034629,0.807024034,0.184123352,0.085050353,8.669043933
on_synapse,0.127505165,2.298781461,0.022727273,0.055007983,0.059788223,0.357111664,0.771022727,0.103538223,0.046522821,0.045041322,3.887046863
on_synapse,0.136160867,2.392320794,0.040466413,0.054786217,0.065330237,0.204299997,0.042007462,0.13347577,0.099869374,0.047917663,3.216634793
on_synapse,0.138522447,2.828336765,0.026369198,0.10929435,0.072162811,0.079188092,0.448054387,0.027140028,0.049586777,0.041873603,3.820528457
on_synapse,0.062751861,1.015430412,0.011434784,0.022038567,0.033057851,0.024978371,0.40912506,0.01609635,0.022038567,0.019596794,1.636548619
on_synapse,0.087672095,1.526542391,0.018219384,0.036450965,0.042898124,0.247126465,0.069794218,0.104257125,0.056431547,0.029672056,2.219064369
on_synapse,0.114251076,2.497099632,0.020302575,0.043756769,0.069606389,0.153914643,0.490015807,0.586730512,0.077434211,0.038548792,4.091660406
on_synapse,0.154563854,3.268733038,0.046156028,0.15217958,0.068925467,0.061669145,0.820132937,0.59944188,0.142328156,0.047930818,5.362060902
on_synapse,0.152243699,2.938080561,0.026212776,0.058901373,0.074642699,0.224933406,1.146990899,0.112370654,0.051808705,0.050156666,4.836341438
on_synapse,0.097446505,1.80905871,0.015587343,0.033057851,0.050096598,0.071840819,0.255761706,0.170858255,0.166835794,0.031301531,2.701845112
on_synapse,0.069357577,1.087698928,0,0.023241972,0.032113829,0.10874306,0.153443851,0.025678867,0.058897714,0.017770547,1.576946344
on_synapse,0.077519588,1.530282906,0.018161246,0.03242952,0.031269006,0.178680995,0.414880058,0.138724911,0.046149959,0.022425405,2.490523595
on_synapse,0.279895119,5.394347305,0.056485213,0.131407994,0.135614219,0.386172013,0.684720989,0.333676737,0.298966373,0.09466187,7.795947833
on_synapse,0.222293132,3.852927993,0.057415819,0.146386859,0.105051738,0.311814852,0.689348405,0.307947288,0.101034765,0.068691944,5.862912796
on_synapse,0.105730483,1.998655317,0.017916297,0.046660491,0.049450174,0.167931665,0.245729031,0.024582081,0.034927601,0.035574329,2.727157469
on_synapse,0.129106618,2.524554334,0.022612014,0.062525613,0.058150058,0.356718718,0.191672785,0.186778567,0.057992111,0.043213408,3.633324226
on_synapse,0.246089748,4.889182964,0.049074517,0.156656725,0.149691885,1.268839788,0.77744386,0.413593106,0.181015641,0.075675994,8.207264228
on_synapse,0.132007291,2.399413462,0.017715661,0.058410457,0.051689178,0.427549348,0.372588109,0.05785124,0.097180008,0.033907349,3.648312103
on_synapse,0.078585577,1.371788617,0.014333525,0.080280914,0.032938324,0.035519139,0.090382195,0.016904583,0.028335301,0.018817021,1.767885195
on_synapse,0.167226575,3.611645379,0.026575078,0.112514758,0.088547816,0.351864871,0.61349415,0.783766234,0.212241065,0.048352474,6.0162284
on_synapse,0.280424455,5.569249975,0.094811754,0.444922554,0.58752438,0.216938354,0.09871252,0.498652946,0.118053184,0.132314884,8.041605006
on_synapse,0.083519739,1.560993102,0.055953743,0.053076549,0.043793969,0.46642562,0.049770337,0.155325797,0.037030001,0.036707704,2.542596561
on_synapse,0.34142894,6.518407213,0.06305732,0.166201838,0.16066184,0.564558052,2.439763905,0.689900508,0.179156327,0.105294113,11.22843006
on_synapse,0.131292261,2.607553275,0.107581022,0.183839475,0.65976325,0.123655317,0.063509579,0.095651766,0.069936309,0.107581022,4.150363278
on_synapse,0.135132315,2.690519014,0.024736471,0.062890361,0.074869658,0.351602046,0.290094787,0.4258513,0.108509968,0.044120772,4.208326693
on_synapse,0.168008504,3.279551004,0.016750905,0.0953252,0.079876289,0.736792227,0.675131053,0.524492436,0.168083208,0.083284953,5.827295779
on_synapse,0.305445514,5.96515493,0.466613923,0.292574505,0.139810957,0.164018092,0.098716314,0.565389052,0.101378169,0.17452891,8.273630368
on_synapse,0.058690066,1.087969999,0.016928062,0.036402483,0.030991736,0.327679974,0.162555068,0.002883597,0.03716447,0.020097671,1.781363124
on_synapse,0.097614006,2.146783386,0.021163931,0.035829748,0.049209222,0.100080444,0.084445127,0.133883918,0.069225311,0.031500201,2.769735294
on_synapse,0.067971222,1.410179936,0.017156919,0.033124255,0.033587187,0.181036511,0.088975783,0.022958738,0.038988685,0.023383725,1.917362961
on_synapse,0.149368213,2.865268766,0.098169524,0.054866471,0.072134759,0.156162489,0.227831091,0.387615259,0.131836965,0.055911481,4.199165016
on_synapse,0.172324295,3.193621034,0.453923153,0.267234706,0.091990529,0.105757045,0.052115824,0.26797274,0.058187055,0.143167209,4.80629359
on_synapse,0.150999334,2.550280462,0.047305085,0.134017912,0.12349737,0.094467164,0.053719008,0.119783485,0.055578086,0.049522744,3.379170651
on_synapse,0.096473516,1.733936377,0.017561983,0.137253688,0.038231678,0.364238269,0.486053719,0.042348969,0.037369374,0.02841336,2.981880934
on_synapse,0.326083904,6.254955642,0.064125477,0.183076065,0.286480508,0.66780692,1.395146051,0.322183139,0.165554873,0.12601788,9.791430458
on_synapse,0.218239874,3.90081696,0.041197095,0.080402067,0.114251076,0.093671501,0.790001821,0.410771881,0.128564002,0.064941299,5.842857577
on_synapse,0.143010211,2.966496056,0.080984052,0.071404788,0.068463561,0.325024759,0.367352384,0.093267622,0.056290981,0.053307066,4.225601479
on_synapse,0.244558659,4.251612671,0.046858518,0.139042567,0.119515971,0.854982963,0.358764201,0.421745631,0.105375695,0.078702123,6.621158998
on_synapse,0.060214039,0.886077624,0.006985947,0.048124701,0.024876631,0.540588075,0.128886773,0.100166058,0.046387286,0.016247183,1.858554317
on_synapse,0.201068884,3.288188357,0.036765729,0.085731628,0.098912681,0.363340707,0.829157623,0.599717909,0.086642945,0.075940187,5.66546665
on_synapse,0.490885565,8.69059111,0.050486078,0.17153124,0.233480561,0.484482314,1.949758669,1.637331239,0.402583309,0.14018282,14.2513129
on_synapse,0.054128816,1.100582269,0.011880165,0.018693225,0.020537361,0.039730039,0.257335991,0.011978348,0.032558398,0.016590824,1.564015436
on_synapse,0.039770379,0.869048178,0.006818182,0.013636364,0.018097295,0.027237509,0.012572784,0.070316022,0.076429846,0.009269346,1.143195905
on_synapse,0.113915972,2.096968701,0.019628099,0.060436019,0.065101854,0.479289751,0.152694061,0.043042654,0.077654361,0.038430179,3.147161652
on_synapse,0.104746517,2.201237108,0.018595041,0.051973055,0.073330032,0.235846681,0.201730158,0.218062718,0.063618435,0.036846441,3.205986186
on_synapse,0.110458217,2.132690305,0.013993238,0.076898777,0.045110904,0.185820214,0.905803907,0.039277543,0.037190083,0.037017195,3.584260382
on_synapse,0.167355372,3.540090755,0.027988611,0.07041015,0.085410833,0.404619305,1.028524349,0.043928437,0.112283143,0.058830937,5.539441893
on_synapse,0.147593516,2.762174715,0.028398182,0.076119952,0.088619099,0.508439011,0.531682338,0.188321988,0.108105852,0.051394865,4.490849517
on_synapse,0.056809644,1.191982276,0.008053156,0.033030104,0.031034424,0.285678915,0.247146284,0.060406137,0.022050663,0.018957892,1.955149495
